arm,arm_label,group,question_id,object,object_kind,tour_seen,day,weekday,weekend,hour,hour_bin,truth,truth_room,prediction,prediction_room,error_type,p_truth,p_prediction,n_selected_arms_wrong
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0526,glasses_mara,personal,False,6,Sun,True,14.01,afternoon 12-18,coffee_table_l1,living,kitchen_table_k1,kitchen,wrong room,0.1590,0.6840,7
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0557,water_bottle_mara,personal,False,6,Sun,True,14.14,afternoon 12-18,couch_l1,living,counter_k1,kitchen,wrong room,0.2819,0.6363,11
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0508,mug_mara,personal,True,6,Sun,True,14.21,afternoon 12-18,cupboard_k1,kitchen,chair_k2,kitchen,"right room, wrong spot",0.0036,0.4384,11
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0493,lunchbox_mara,personal,True,6,Sun,True,14.60,afternoon 12-18,bookshelf_l1,living,armchair_l1,living,"right room, wrong spot",0.0275,0.6230,11
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0522,book_mara,personal,True,6,Sun,True,15.57,afternoon 12-18,couch_l1,living,bookshelf_l1,living,"right room, wrong spot",0.0127,0.3852,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0555,glasses_mara,personal,False,6,Sun,True,16.40,afternoon 12-18,armchair_l1,living,kitchen_table_k1,kitchen,wrong room,0.0085,0.6970,11
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0517,towel_mara,personal,True,6,Sun,True,16.67,afternoon 12-18,towel_rack_ba1,bathroom,bedroom_floor_b1,bedroom,wrong room,0.1609,0.5761,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0523,jacket_mara,personal,False,6,Sun,True,17.38,afternoon 12-18,bookshelf_l1,living,kitchen_table_k1,kitchen,wrong room,0.0242,0.2691,11
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0558,jacket_mara,personal,False,6,Sun,True,19.83,evening 18-24,bookshelf_l1,living,kitchen_table_k1,kitchen,wrong room,0.0209,0.2801,11
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0496,water_bottle_mara,personal,False,6,Sun,True,20.07,evening 18-24,couch_l1,living,counter_k1,kitchen,wrong room,0.2793,0.6300,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0498,plate_shared_2,shared,True,6,Sun,True,21.00,evening 18-24,sink_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.2676,0.6334,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0548,book_mara,personal,True,6,Sun,True,22.40,evening 18-24,couch_l1,living,sink_k1,kitchen,wrong room,0.1357,0.4818,8
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0550,lunchbox_mara,personal,True,6,Sun,True,23.30,evening 18-24,bookshelf_l1,living,counter_k1,kitchen,wrong room,0.1333,0.4487,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0643,bowl_shared_2,shared,True,7,Mon,False,6.31,morning 6-12,sink_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0013,0.8985,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0671,charger_mara,personal,False,7,Mon,False,7.64,morning 6-12,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0443,0.0688,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0661,headphones_mara,personal,False,7,Mon,False,7.86,morning 6-12,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0445,0.1085,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0621,keys_mara,personal,False,7,Mon,False,9.20,morning 6-12,OUT_OF_HOUSE,out of house,entry_table_e1,entry,missed away,0.0141,0.8822,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0650,headphones_mara,personal,False,7,Mon,False,9.64,morning 6-12,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0486,0.1893,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0642,phone_mara,personal,False,7,Mon,False,10.53,morning 6-12,OUT_OF_HOUSE,out of house,nightstand_b1,bedroom,missed away,0.0159,0.8465,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0667,lunchbox_mara,personal,True,7,Mon,False,11.35,morning 6-12,OUT_OF_HOUSE,out of house,bed_b1,bedroom,missed away,0.0941,0.0941,6
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0584,mug_shared_1,shared,True,7,Mon,False,12.45,afternoon 12-18,dish_rack_k1,kitchen,cupboard_k1,kitchen,"right room, wrong spot",0.3892,0.4758,2
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0602,wallet_mara,personal,False,7,Mon,False,13.01,afternoon 12-18,OUT_OF_HOUSE,out of house,chair_k2,kitchen,missed away,0.0994,0.2519,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0599,phone_mara,personal,False,7,Mon,False,14.00,afternoon 12-18,OUT_OF_HOUSE,out of house,nightstand_b1,bedroom,missed away,0.0168,0.8672,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0635,lunchbox_mara,personal,True,7,Mon,False,14.02,afternoon 12-18,OUT_OF_HOUSE,out of house,counter_k1,kitchen,missed away,0.0701,0.1786,6
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0593,notebook_mara,personal,False,7,Mon,False,14.35,afternoon 12-18,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0227,0.4528,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0622,laptop_mara,personal,False,7,Mon,False,14.61,afternoon 12-18,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0292,0.5274,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0598,keys_mara,personal,False,7,Mon,False,15.10,afternoon 12-18,OUT_OF_HOUSE,out of house,entry_table_e1,entry,missed away,0.0681,0.2981,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0611,laptop_mara,personal,False,7,Mon,False,15.63,afternoon 12-18,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0260,0.5389,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0600,lunchbox_mara,personal,True,7,Mon,False,16.01,afternoon 12-18,OUT_OF_HOUSE,out of house,counter_k1,kitchen,missed away,0.0682,0.2870,8
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0633,mug_shared_1,shared,True,7,Mon,False,16.29,afternoon 12-18,dish_rack_k1,kitchen,cupboard_k1,kitchen,"right room, wrong spot",0.4048,0.4955,2
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0627,plate_shared_2,shared,True,7,Mon,False,20.51,evening 18-24,kitchen_table_k1,kitchen,sink_k1,kitchen,"right room, wrong spot",0.0413,0.6804,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0586,jacket_mara,personal,False,7,Mon,False,20.88,evening 18-24,entry_hook_e1,entry,kitchen_table_k1,kitchen,wrong room,0.2086,0.2765,6
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0616,plate_shared_1,shared,True,7,Mon,False,21.25,evening 18-24,dish_rack_k1,kitchen,sink_k1,kitchen,"right room, wrong spot",0.0212,0.6816,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0638,pan_shared_1,shared,True,7,Mon,False,21.43,evening 18-24,sink_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.1348,0.5219,8
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0619,jacket_mara,personal,False,7,Mon,False,21.46,evening 18-24,entry_hook_e1,entry,kitchen_table_k1,kitchen,wrong room,0.2096,0.2722,5
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0589,charger_mara,personal,False,7,Mon,False,21.77,evening 18-24,chair_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0159,0.8693,11
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0670,mug_mara,personal,True,7,Mon,False,21.92,evening 18-24,sink_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0040,0.4949,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0647,wallet_mara,personal,False,7,Mon,False,22.16,evening 18-24,chair_k1,kitchen,entry_table_e1,entry,wrong room,0.0131,0.4012,11
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0730,pan_shared_1,shared,True,8,Tue,False,6.45,morning 6-12,kitchen_table_k1,kitchen,sink_k1,kitchen,"right room, wrong spot",0.0490,0.7243,7
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0700,glasses_mara,personal,False,8,Tue,False,6.90,morning 6-12,OUT_OF_HOUSE,out of house,armchair_l1,living,missed away,0.0226,0.7368,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0691,laptop_mara,personal,False,8,Tue,False,7.22,morning 6-12,OUT_OF_HOUSE,out of house,bookshelf_l1,living,missed away,0.0226,0.7047,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0747,backpack_mara,personal,False,8,Tue,False,7.57,morning 6-12,OUT_OF_HOUSE,out of house,dish_rack_k1,kitchen,missed away,0.0467,0.2878,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0681,backpack_mara,personal,False,8,Tue,False,7.73,morning 6-12,OUT_OF_HOUSE,out of house,dish_rack_k1,kitchen,missed away,0.0458,0.2818,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0702,charger_mara,personal,False,8,Tue,False,11.87,morning 6-12,OUT_OF_HOUSE,out of house,chair_k1,kitchen,missed away,0.0376,0.4765,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0699,phone_mara,personal,False,8,Tue,False,14.02,afternoon 12-18,OUT_OF_HOUSE,out of house,cupboard_k1,kitchen,missed away,0.0750,0.1652,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0733,glasses_mara,personal,False,8,Tue,False,15.25,afternoon 12-18,OUT_OF_HOUSE,out of house,armchair_l1,living,missed away,0.0198,0.5711,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0721,backpack_mara,personal,False,8,Tue,False,15.32,afternoon 12-18,OUT_OF_HOUSE,out of house,entry_hook_e1,entry,missed away,0.0350,0.4179,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0698,lunchbox_mara,personal,True,8,Tue,False,15.59,afternoon 12-18,OUT_OF_HOUSE,out of house,armchair_l1,living,missed away,0.0219,0.2243,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0713,keys_mara,personal,False,8,Tue,False,15.76,afternoon 12-18,OUT_OF_HOUSE,out of house,chair_k2,kitchen,missed away,0.0290,0.2806,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0701,headphones_mara,personal,False,8,Tue,False,15.94,afternoon 12-18,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0268,0.5332,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0692,jacket_mara,personal,False,8,Tue,False,16.03,afternoon 12-18,OUT_OF_HOUSE,out of house,entry_hook_e1,entry,missed away,0.0865,0.3401,8
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0715,laptop_mara,personal,False,8,Tue,False,16.68,afternoon 12-18,chair_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0357,0.6150,11
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0746,water_bottle_mara,personal,False,8,Tue,False,17.44,afternoon 12-18,nightstand_b1,bedroom,counter_k1,kitchen,wrong room,0.1746,0.4194,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0683,wallet_mara,personal,False,8,Tue,False,18.39,evening 18-24,chair_k2,kitchen,chair_k1,kitchen,"right room, wrong spot",0.1244,0.3408,11
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0711,plate_shared_1,shared,True,8,Tue,False,18.64,evening 18-24,kitchen_table_k1,kitchen,dish_rack_k1,kitchen,"right room, wrong spot",0.1790,0.3444,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0752,headphones_mara,personal,False,8,Tue,False,18.70,evening 18-24,sink_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0071,0.6631,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0672,plate_shared_1,shared,True,8,Tue,False,19.17,evening 18-24,kitchen_table_k1,kitchen,dish_rack_k1,kitchen,"right room, wrong spot",0.1847,0.3350,7
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0720,wallet_mara,personal,False,8,Tue,False,21.91,evening 18-24,chair_k2,kitchen,entry_table_e1,entry,wrong room,0.2656,0.4162,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0687,keys_mara,personal,False,8,Tue,False,23.01,evening 18-24,entry_hook_e1,entry,entry_table_e1,entry,"right room, wrong spot",0.0125,0.7290,11
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0741,phone_mara,personal,False,8,Tue,False,23.38,evening 18-24,armchair_l1,living,nightstand_b1,bedroom,wrong room,0.0110,0.5529,11
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0820,wallet_mara,personal,False,9,Wed,False,6.89,morning 6-12,OUT_OF_HOUSE,out of house,ON_PERSON,on person,carried/away swap,0.4747,0.4747,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0795,headphones_mara,personal,False,9,Wed,False,8.94,morning 6-12,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0718,0.6872,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0823,headphones_mara,personal,False,9,Wed,False,8.98,morning 6-12,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0709,0.6880,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0826,jacket_mara,personal,False,9,Wed,False,9.08,morning 6-12,OUT_OF_HOUSE,out of house,entry_hook_e1,entry,missed away,0.1367,0.3244,8
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0842,headphones_mara,personal,False,9,Wed,False,9.17,morning 6-12,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0671,0.6914,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0825,keys_mara,personal,False,9,Wed,False,9.75,morning 6-12,OUT_OF_HOUSE,out of house,entry_hook_e1,entry,missed away,0.0657,0.5291,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0799,lunchbox_mara,personal,True,9,Wed,False,10.99,morning 6-12,OUT_OF_HOUSE,out of house,counter_k1,kitchen,missed away,0.0924,0.3467,4
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0815,water_bottle_mara,personal,False,9,Wed,False,11.91,morning 6-12,OUT_OF_HOUSE,out of house,bathroom_shelf_ba1,bathroom,missed away,0.0519,0.2469,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0848,phone_mara,personal,False,9,Wed,False,13.33,afternoon 12-18,OUT_OF_HOUSE,out of house,nightstand_b1,bedroom,missed away,0.0838,0.3293,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0796,glasses_mara,personal,False,9,Wed,False,14.06,afternoon 12-18,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0180,0.8911,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0809,backpack_mara,personal,False,9,Wed,False,14.28,afternoon 12-18,OUT_OF_HOUSE,out of house,entry_hook_e1,entry,missed away,0.0124,0.9157,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0779,lunchbox_mara,personal,True,9,Wed,False,14.80,afternoon 12-18,OUT_OF_HOUSE,out of house,counter_k1,kitchen,missed away,0.0534,0.5301,7
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0762,keys_mara,personal,False,9,Wed,False,15.59,afternoon 12-18,OUT_OF_HOUSE,out of house,entry_table_e1,entry,missed away,0.0420,0.3644,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0763,water_bottle_mara,personal,False,9,Wed,False,17.99,afternoon 12-18,kitchen_table_k1,kitchen,bathroom_shelf_ba1,bathroom,wrong room,0.1615,0.2913,8
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0844,water_bottle_mara,personal,False,9,Wed,False,18.32,evening 18-24,kitchen_table_k1,kitchen,bathroom_shelf_ba1,bathroom,wrong room,0.1608,0.2899,7
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0831,pan_shared_1,shared,True,9,Wed,False,18.67,evening 18-24,sink_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0118,0.8676,11
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0829,phone_mara,personal,False,9,Wed,False,18.81,evening 18-24,ON_PERSON,on person,nightstand_b1,bedroom,missed carried,0.0649,0.5227,11
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0764,backpack_mara,personal,False,9,Wed,False,19.13,evening 18-24,chair_k1,kitchen,entry_hook_e1,entry,wrong room,0.1444,0.6910,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0778,plate_shared_1,shared,True,9,Wed,False,20.55,evening 18-24,sink_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0611,0.7549,11
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0827,plate_shared_1,shared,True,9,Wed,False,20.80,evening 18-24,sink_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0638,0.7504,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0784,jacket_mara,personal,False,9,Wed,False,21.70,evening 18-24,chair_k1,kitchen,entry_hook_e1,entry,wrong room,0.3155,0.3828,8
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0843,remote_shared_1,shared,True,9,Wed,False,22.61,evening 18-24,couch_l1,living,coffee_table_l1,living,"right room, wrong spot",0.0535,0.8660,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0775,phone_mara,personal,False,9,Wed,False,23.32,evening 18-24,ON_PERSON,on person,nightstand_b1,bedroom,missed carried,0.0487,0.5192,11
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0923,phone_mara,personal,False,10,Thu,False,7.89,morning 6-12,OUT_OF_HOUSE,out of house,ON_PERSON,on person,carried/away swap,0.2714,0.2714,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0905,notebook_mara,personal,False,10,Thu,False,9.21,morning 6-12,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0500,0.3751,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0903,phone_mara,personal,False,10,Thu,False,10.18,morning 6-12,OUT_OF_HOUSE,out of house,nightstand_b1,bedroom,missed away,0.1307,0.2455,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0907,jacket_mara,personal,False,10,Thu,False,11.18,morning 6-12,OUT_OF_HOUSE,out of house,chair_k1,kitchen,missed away,0.0237,0.6718,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0891,keys_mara,personal,False,10,Thu,False,11.22,morning 6-12,OUT_OF_HOUSE,out of house,entry_table_e1,entry,missed away,0.0166,0.7722,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0852,phone_mara,personal,False,10,Thu,False,12.95,afternoon 12-18,OUT_OF_HOUSE,out of house,nightstand_b1,bedroom,missed away,0.1185,0.4550,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0889,lunchbox_mara,personal,True,10,Thu,False,13.46,afternoon 12-18,OUT_OF_HOUSE,out of house,counter_k1,kitchen,missed away,0.1064,0.1770,4
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0935,notebook_mara,personal,False,10,Thu,False,14.23,afternoon 12-18,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0503,0.4295,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0886,keys_mara,personal,False,10,Thu,False,14.37,afternoon 12-18,OUT_OF_HOUSE,out of house,entry_table_e1,entry,missed away,0.0189,0.8426,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0906,backpack_mara,personal,False,10,Thu,False,15.64,afternoon 12-18,chair_k1,kitchen,entry_hook_e1,entry,wrong room,0.3420,0.5085,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0880,headphones_mara,personal,False,10,Thu,False,17.03,afternoon 12-18,bathroom_shelf_ba1,bathroom,kitchen_table_k1,kitchen,wrong room,0.0749,0.7394,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0867,notebook_mara,personal,False,10,Thu,False,18.22,evening 18-24,bathroom_shelf_ba1,bathroom,kitchen_table_k1,kitchen,wrong room,0.0571,0.7628,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0913,charger_mara,personal,False,10,Thu,False,22.07,evening 18-24,entry_hook_e1,entry,kitchen_table_k1,kitchen,wrong room,0.0721,0.7808,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0899,headphones_mara,personal,False,10,Thu,False,22.98,evening 18-24,bathroom_shelf_ba1,bathroom,kitchen_table_k1,kitchen,wrong room,0.0773,0.7639,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0861,charger_mara,personal,False,10,Thu,False,23.38,evening 18-24,entry_hook_e1,entry,kitchen_table_k1,kitchen,wrong room,0.0735,0.7954,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0969,medication_bottle_mara,personal,True,11,Fri,False,6.96,morning 6-12,counter_k1,kitchen,bathroom_shelf_ba1,bathroom,wrong room,0.0036,0.9037,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1018,charger_mara,personal,False,11,Fri,False,14.05,afternoon 12-18,cupboard_k1,kitchen,OUT_OF_HOUSE,out of house,false away,0.0546,0.0666,11
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0994,remote_shared_1,shared,True,11,Fri,False,14.68,afternoon 12-18,coffee_table_l1,living,couch_l1,living,"right room, wrong spot",0.0255,0.7079,4
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1005,plate_shared_2,shared,True,11,Fri,False,14.95,afternoon 12-18,counter_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0212,0.4755,8
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1012,remote_shared_1,shared,True,11,Fri,False,16.07,afternoon 12-18,coffee_table_l1,living,couch_l1,living,"right room, wrong spot",0.0733,0.6615,4
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0977,charger_mara,personal,False,11,Fri,False,16.35,afternoon 12-18,cupboard_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0374,0.2878,11
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0954,plate_shared_1,shared,True,11,Fri,False,17.08,afternoon 12-18,kitchen_table_k1,kitchen,sink_k1,kitchen,"right room, wrong spot",0.0517,0.8073,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0957,charger_mara,personal,False,11,Fri,False,17.18,afternoon 12-18,cupboard_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0372,0.3992,11
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1014,plate_shared_2,shared,True,11,Fri,False,17.24,afternoon 12-18,counter_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0695,0.4680,7
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0947,notebook_mara,personal,False,11,Fri,False,17.97,afternoon 12-18,coffee_table_l1,living,kitchen_table_k1,kitchen,wrong room,0.2297,0.3114,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q0976,glasses_mara,personal,False,11,Fri,False,18.50,evening 18-24,nightstand_b1,bedroom,kitchen_table_k1,kitchen,wrong room,0.0699,0.7305,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1097,pot_shared_1,shared,True,12,Sat,True,13.03,afternoon 12-18,cupboard_k1,kitchen,sink_k1,kitchen,"right room, wrong spot",0.0131,0.8800,10
